eventid	version	s	lat0	lon0	dep0	time0	lat	lon	depth	time	ddist	avefit	rmsfit	nT	nS
143	0	1	36.8423	-121.3977	8.0	2018-10-05T13:29:40.09	36.7344	-121.3529	8.0	2018-10-05T13:29:37.92	12.6	0.0648	0.0045	5	3
143	1	3	36.7344	-121.3529	8.0	2018-10-05T13:29:37.92	36.7344	-121.3529	8.0	2018-10-05T13:29:37.94	0.0	0.0646	0.005	6	4
143	7	3	36.7344	-121.3529	8.0	2018-10-05T13:29:37.94	36.7344	-121.3529	8.0	2018-10-05T13:29:37.98	0.0	0.0915	0.0169	7	5
143	7	3	36.7344	-121.3529	8.0	2018-10-05T13:29:37.98	36.7344	-121.3529	8.0	2018-10-05T13:29:37.96	0.0	0.0998	0.0181	8	6
143	7	3	36.7344	-121.3529	8.0	2018-10-05T13:29:37.96	36.7344	-121.3529	8.0	2018-10-05T13:29:37.95	0.0	0.1013	0.0173	9	7
143	8	3	36.7344	-121.3529	8.0	2018-10-05T13:29:37.95	36.7344	-121.3529	8.0	2018-10-05T13:29:37.96	0.0	0.1033	0.0173	10	8
143	9	3	36.7344	-121.3529	8.0	2018-10-05T13:29:37.96	36.7344	-121.3529	8.0	2018-10-05T13:29:37.97	0.0	0.0981	0.0159	11	9
143	18	3	36.7344	-121.3529	8.0	2018-10-05T13:29:37.97	36.7344	-121.3529	8.0	2018-10-05T13:29:37.98	0.0	0.1031	0.0169	12	10
143	18	3	36.7344	-121.3529	8.0	2018-10-05T13:29:37.98	36.7344	-121.3529	8.0	2018-10-05T13:29:37.99	0.0	0.1065	0.0174	13	10
