eventid	version	sta	net	lat	lon	cluster	dist	tt	time	time check	active	trig	clu	ctrig
649	0	HWIW	UW	46.4292	-119.289	-	123.76	20.6	2018-10-31T17:21:15	-256.0	0	0	0	0
649	0	KIMB	UW	47.5748	-122.3028	-	148.74	24.8	2018-10-31T17:21:15	-260.0	0	0	0	0
649	0	KCAM	UW	47.5442	-122.3185	-	147.33	24.6	2018-10-31T17:21:16	-259.0	0	0	0	0
649	0	H4A	UW	46.4377	-119.3557	-	118.56	19.8	2018-10-31T17:21:16	-254.0	0	0	0	0
649	0	HGBL	UW	46.598	-119.4608	-	108.03	18.0	2018-10-31T17:21:16	-252.0	0	0	0	0
649	0	PAYL	UW	47.1928	-122.313	-	124.54	20.8	2018-10-31T17:21:16	-255.0	0	0	0	0
649	0	UPL	UW	47.2144	-122.5461	-	141.35	23.6	2018-10-31T17:20:32	-302.0	0	0	0	0
649	0	GTWN	UW	47.5512	-122.322	-	148.04	24.7	2018-10-31T17:21:16	-259.0	0	0	0	0
649	0	WISC	UW	47.6093	-122.1755	-	144.65	24.1	2018-10-31T17:21:16	-259.0	0	0	0	0
649	0	LEOT	UW	47.7679	-122.1156	-	155.15	25.9	2018-10-31T17:21:16	-260.0	0	1	0	0
649	0	GBB	UW	46.6087	-119.629	-	95.13	15.9	2018-10-31T17:21:16	-250.0	0	0	0	0
649	0	NWPT	UW	47.5541	-122.1737	-	140.16	23.4	2018-10-31T17:21:16	-258.0	0	0	0	0
649	0	MARY	UW	47.6619	-122.1214	-	146.28	24.4	2018-10-31T17:21:16	-259.0	0	0	0	0
649	0	VVHS	UW	47.4234	-122.4553	-	147.11	24.5	2018-10-31T17:21:16	-259.0	0	0	0	0
649	0	ALCT	UW	47.6469	-122.0377	-	140.98	23.5	2018-10-31T17:21:16	-258.0	0	0	0	0
649	0	HICC	UW	47.3901	-122.2979	-	135.32	22.6	2018-10-31T17:21:16	-257.0	0	0	0	0
649	0	PCFR	UW	46.9905	-122.4428	-	125.07	20.8	2018-10-31T17:21:16	-255.0	0	0	0	0
649	0	MPL	UW	47.6863	-122.2544	-	154.94	25.8	2018-10-31T17:20:31	-305.0	0	0	0	0
649	0	BSFP	UW	47.5319	-122.3078	-	145.82	24.3	2018-10-31T17:21:16	-259.0	0	0	0	0
649	0	IONE	UW	45.498	-119.8278	-	152.0	25.3	2018-10-31T17:20:31	-305.0	0	0	0	0
649	0	PRO	UW	46.2125	-119.6868	-	103.46	17.2	2018-10-31T17:20:31	-297.0	0	0	0	0
649	0	HOLY	UW	47.5654	-122.3836	-	152.55	25.4	2018-10-31T17:21:16	-260.0	0	0	0	0
649	0	MORO	UW	45.4743	-120.7418	-	131.89	22.0	2018-10-31T17:20:31	-301.0	0	0	0	0
649	0	KNEL	UW	47.3805	-122.2519	-	131.91	22.0	2018-10-31T17:21:16	-256.0	0	0	0	0
649	0	EARN	UW	47.7409	-122.0438	-	149.51	24.9	2018-10-31T17:21:16	-260.0	0	0	0	0
649	0	RVW2	UW	46.1528	-122.7412	-	153.82	25.6	2018-10-31T17:20:30	-306.0	0	0	0	0
649	0	TKCO	UW	47.5367	-122.3017	-	145.83	24.3	2018-10-31T17:20:29	-306.0	0	0	0	0
649	0	LON	UW	46.7506	-121.8096	-	72.18	12.0	2018-10-31T17:20:24	-298.0	0	0	0	0
649	0	SP2	UW	47.5563	-122.2492	-	144.39	24.1	2018-10-31T17:20:27	-308.0	0	0	0	0
649	0	YACT	UW	45.9325	-122.4193	-	143.53	23.9	2018-10-31T17:20:32	-302.0	0	0	0	0
649	0	GHW	UW	47.0415	-122.2737	-	114.79	19.1	2018-10-31T17:20:30	-300.0	0	0	0	0
649	0	H1K	UW	46.6447	-119.5929	-	97.71	16.3	2018-10-31T17:21:15	-252.0	0	0	0	0
649	0	MJ2	UW	46.5574	-119.3601	-	116.09	19.3	2018-10-31T17:20:29	-301.0	0	0	0	0
649	0	GRUT	UW	46.5512	-119.5103	-	104.76	17.5	2018-10-31T17:20:31	-297.0	0	0	0	0
649	0	PHIN	UW	45.8951	-119.9278	-	111.59	18.6	2018-10-31T17:20:32	-297.0	0	0	0	0
649	0	OBSR	CC	46.8997	-121.8153	-	76.67	12.8	2018-10-31T17:20:19	-305.0	0	0	0	0
649	0	STOR	UW	47.1881	-121.9888	-	103.3	17.2	2018-10-31T17:20:32	-296.0	0	0	0	0
649	0	KREP	UW	45.8852	-121.4597	-	96.94	16.2	2018-10-31T17:20:32	-295.0	0	0	0	0
649	0	KDK	UW	47.5952	-122.3322	-	151.9	25.3	2018-10-31T17:20:32	-304.0	0	0	0	0
649	0	PR02	CC	46.9183	-122.0486	-	94.11	15.7	2018-10-31T17:17:18	-488.0	0	0	0	0
649	0	STD	CC	46.2375	-122.2242	-	113.54	18.9	2018-10-31T17:21:00	-269.0	0	0	0	0
649	0	PR03	CC	46.9034	-122.0327	-	92.47	15.4	2018-10-31T17:16:48	-518.0	0	0	0	0
649	0	SEA	UW	47.6542	-122.3094	-	155.22	25.9	2018-10-31T17:21:16	-261.0	0	0	0	0
649	0	CTR	UW	47.6207	-122.3514	-	154.88	25.8	2018-10-31T17:21:16	-260.0	0	0	0	0
649	0	ELW	UW	47.4941	-121.8727	-	119.99	20.0	2018-10-31T17:20:30	-300.0	0	0	0	0
649	0	RAW	UW	47.3371	-121.9327	-	110.36	18.4	2018-10-31T17:20:29	-300.0	0	0	0	0
649	0	TLW1	UW	47.693	-121.6888	-	130.67	21.8	2018-10-31T17:20:26	-306.0	0	0	0	0
649	0	UGAP3	UW	46.5276	-120.4656	-	34.29	5.7	2018-10-31T17:20:31	-285.0	0	0	0	0
649	0	HAWA	US	46.3925	-119.5327	-	106.67	17.8	2018-10-31T17:20:31	-298.0	0	0	0	0
649	0	JRO	CC	46.2753	-122.2183	-	111.43	18.6	2018-10-31T17:20:12	-317.0	0	0	0	0
649	0	VALT	CC	46.2142	-122.1892	-	112.24	18.7	2018-10-31T17:20:15	-314.0	0	0	0	0
649	0	NOWS	UW	47.6863	-122.2544	-	154.94	25.8	2018-10-31T17:21:15	-261.0	0	0	0	0
649	0	RATT	UW	47.4255	-121.8025	-	110.75	18.5	2018-10-31T17:20:22	-307.0	0	0	0	0
649	0	PR01	CC	46.9101	-122.0376	-	93.04	15.5	2018-10-31T17:20:18	-307.0	0	0	0	0
649	0	SWF2	CC	46.1783	-122.2167	-	115.94	19.3	2018-10-31T17:20:20	-310.0	0	1	0	0
649	0	PR04	CC	46.9297	-121.9885	-	90.18	15.0	2018-10-31T17:20:15	-311.0	0	0	0	0
649	0	SHRK	CC	45.4643	-121.5288	-	141.94	23.7	2018-10-31T17:20:08	-326.0	0	0	0	0
649	0	PR05	CC	46.8417	-121.9489	-	84.51	14.1	2018-10-31T17:20:10	-314.0	0	0	0	0
649	1	YANK	UO	45.8667	-122.8866	-	95.89	16.0	2018-10-31T17:20:32	-300.0	0	0	0	0
649	1	RAIN	UO	46.0829	-123.0108	-	72.41	12.1	2018-10-31T17:20:32	-296.0	0	0	0	0
649	1	ALKI	UW	47.5751	-122.4176	-	100.72	16.8	2018-10-31T17:21:16	-257.0	0	0	0	0
649	1	TBPA	UW	47.2579	-122.3682	-	71.02	11.8	2018-10-31T17:20:22	-306.0	0	0	0	0
649	1	CORE	UW	46.9257	-123.916	-	80.82	13.5	2018-10-31T17:21:16	-254.0	0	0	0	0
649	1	WISH	UW	47.117	-123.7712	-	79.41	13.2	2018-10-31T17:20:28	-302.0	0	0	0	0
649	1	GRE	UW	47.6722	-122.3365	-	113.0	18.8	2018-10-31T17:21:16	-259.0	0	0	0	0
649	1	BNG	UW	47.5255	-122.3017	-	99.23	16.5	2018-10-31T17:21:16	-256.0	0	0	0	0
649	1	PCEP	UW	47.1116	-122.29	-	62.52	10.4	2018-10-31T17:21:00	-266.0	0	0	0	0
649	1	ALST	UW	46.1088	-123.0341	-	69.81	11.6	2018-10-31T17:20:24	-303.0	0	0	0	0
649	1	GNW	UW	47.5641	-122.825	-	93.0	15.5	2018-10-31T17:20:27	-305.0	0	0	0	0
649	1	LWCK	UW	46.2778	-124.0536	-	102.0	17.0	2018-10-31T17:20:32	-301.0	0	0	0	0
649	1	BOW2	UW	46.4767	-123.233	-	38.22	6.4	2018-10-31T17:21:16	-247.0	0	0	0	0
649	1	MRN	UW	47.5925	-122.2322	-	108.24	18.0	2018-10-31T17:21:16	-258.0	0	0	0	0
649	1	PIER	UW	47.5835	-122.3402	-	103.81	17.3	2018-10-31T17:21:16	-257.0	0	1	0	0
649	1	KINR	UW	47.7517	-122.6431	-	115.27	19.2	2018-10-31T17:21:11	-264.0	0	0	0	0
649	1	RNAV	UW	47.575	-122.2948	-	104.39	17.4	2018-10-31T17:21:16	-257.0	0	0	0	0
649	1	MAC	UW	47.2467	-122.5318	-	63.76	10.6	2018-10-31T17:21:16	-251.0	0	0	0	0
649	1	HART	UW	47.5838	-122.3501	-	103.54	17.3	2018-10-31T17:21:16	-257.0	0	0	0	0
649	1	7042	NP	45.611	-122.4963	-	128.02	21.3	2018-10-31T17:21:16	-262.0	0	0	0	0
649	1	UPS	UW	47.2639	-122.4836	-	67.1	11.2	2018-10-31T17:21:16	-251.0	0	0	0	0
649	1	PIE	UW	47.6327	-122.3803	-	107.7	18.0	2018-10-31T17:21:16	-258.0	0	0	0	0
649	1	SEAS	UW	45.9976	-123.9245	-	113.47	18.9	2018-10-31T17:21:16	-259.0	0	0	0	0
649	1	OCEN	UW	46.9525	-124.1595	-	99.46	16.6	2018-10-31T17:21:16	-256.0	0	0	0	0
649	1	KIMB	UW	47.5748	-122.3028	-	104.11	17.4	2018-10-31T17:21:15	-258.0	0	0	0	0
649	1	KCAM	UW	47.5442	-122.3185	-	100.53	16.8	2018-10-31T17:21:16	-256.0	0	0	0	0
649	1	VERN	UO	45.8531	-123.2475	-	101.13	16.9	2018-10-31T17:21:16	-257.0	0	0	0	0
649	1	MNWA	UW	47.565	-122.5341	-	96.84	16.1	2018-10-31T17:21:16	-256.0	0	0	0	0
649	1	PAYL	UW	47.1928	-122.313	-	67.81	11.3	2018-10-31T17:21:16	-251.0	0	0	0	0
649	1	UPL	UW	47.2144	-122.5461	-	60.06	10.0	2018-10-31T17:20:32	-294.0	0	0	0	0
649	1	EGRN	UW	47.0723	-122.9742	-	38.66	6.4	2018-10-31T17:21:16	-247.0	0	0	0	0
649	1	GTWN	UW	47.5512	-122.322	-	101.12	16.9	2018-10-31T17:21:16	-257.0	0	0	0	0
649	1	WISC	UW	47.6093	-122.1755	-	111.91	18.7	2018-10-31T17:21:16	-259.0	0	0	0	0
649	1	LEOT	UW	47.7679	-122.1156	-	129.57	21.6	2018-10-31T17:21:16	-262.0	0	1	0	0
649	1	KITP	UW	47.6752	-122.6297	-	107.08	17.8	2018-10-31T17:21:16	-258.0	0	0	0	0
649	1	NWPT	UW	47.5541	-122.1737	-	106.67	17.8	2018-10-31T17:21:16	-258.0	0	0	0	0
649	1	MARY	UW	47.6619	-122.1214	-	119.0	19.8	2018-10-31T17:21:16	-260.0	0	0	0	0
649	1	TAHO	UW	47.3444	-124.2875	-	125.87	21.0	2018-10-31T17:21:16	-261.0	0	0	0	0
649	1	HUBA	UW	45.6307	-122.6526	-	123.53	20.6	2018-10-31T17:21:16	-261.0	0	0	0	0
649	1	VVHS	UW	47.4234	-122.4553	-	84.03	14.0	2018-10-31T17:21:16	-254.0	0	0	0	0
649	1	ALCT	UW	47.6469	-122.0377	-	120.82	20.1	2018-10-31T17:21:16	-260.0	0	0	0	0
649	1	HICC	UW	47.3901	-122.2979	-	86.24	14.4	2018-10-31T17:21:16	-254.0	0	0	0	0
649	1	OHC	UW	47.3326	-123.1588	-	70.06	11.7	2018-10-31T17:21:16	-252.0	0	1	0	0
649	1	PCFR	UW	46.9905	-122.4428	-	44.93	7.5	2018-10-31T17:21:16	-248.0	0	0	0	0
649	1	NIHS	UW	47.7414	-122.2214	-	123.47	20.6	2018-10-31T17:21:16	-261.0	0	0	0	0
649	1	BRKS	UW	47.7552	-122.2901	-	122.85	20.5	2018-10-31T17:21:16	-261.0	0	0	0	0
649	1	MPL	UW	47.6863	-122.2544	-	116.87	19.5	2018-10-31T17:20:31	-305.0	0	0	0	0
649	1	SCC	UW	47.7496	-122.3611	-	120.38	20.1	2018-10-31T17:21:16	-260.0	0	0	0	0
649	1	BSFP	UW	47.5319	-122.3078	-	99.66	16.6	2018-10-31T17:21:16	-257.0	0	0	0	0
649	1	BABE	UW	47.6058	-122.5353	-	101.18	16.9	2018-10-31T17:21:16	-257.0	0	0	0	0
649	1	RRHS	UW	46.7992	-123.042	-	13.75	2.3	2018-10-31T17:21:16	-242.0	0	0	0	0
649	1	HOLY	UW	47.5654	-122.3836	-	100.67	16.8	2018-10-31T17:21:16	-257.0	0	0	0	0
649	1	KNEL	UW	47.3805	-122.2519	-	87.23	14.5	2018-10-31T17:21:16	-255.0	0	0	0	0
649	1	CNNB	UW	45.8881	-123.9605	-	124.35	20.7	2018-10-31T17:21:16	-261.0	0	0	0	0
649	1	EARN	UW	47.7409	-122.0438	-	129.51	21.6	2018-10-31T17:21:16	-262.0	0	0	0	0
649	1	RVW2	UW	46.1528	-122.7412	-	65.13	10.9	2018-10-31T17:20:30	-296.0	0	0	0	0
649	1	TKCO	UW	47.5367	-122.3017	-	100.34	16.7	2018-10-31T17:20:29	-304.0	0	0	0	0
649	1	DOSE	UW	47.7172	-122.9718	-	110.04	18.3	2018-10-31T17:20:27	-308.0	0	0	0	0
649	1	LON	UW	46.7506	-121.8096	-	82.61	13.8	2018-10-31T17:20:24	-306.0	0	0	0	0
649	1	SP2	UW	47.5563	-122.2492	-	104.09	17.3	2018-10-31T17:20:27	-307.0	0	0	0	0
649	1	YACT	UW	45.9325	-122.4193	-	95.76	16.0	2018-10-31T17:20:32	-300.0	0	0	0	0
649	1	GHW	UW	47.0415	-122.2737	-	58.52	9.8	2018-10-31T17:20:30	-296.0	0	0	0	0
649	1	FISH	UW	45.9306	-123.5591	-	102.45	17.1	2018-10-31T17:19:45	-348.0	0	0	0	0
649	1	OBSR	CC	46.8997	-121.8153	-	84.2	14.0	2018-10-31T17:20:19	-311.0	0	0	0	0
649	1	STOR	UW	47.1881	-121.9888	-	85.54	14.3	2018-10-31T17:20:32	-298.0	0	0	0	0
649	1	PABH	UW	47.2128	-124.2045	-	113.1	18.8	2018-10-31T17:21:16	-259.0	0	0	0	0
649	1	GMW	UW	47.5477	-122.7876	-	91.38	15.2	2018-10-31T17:21:15	-257.0	0	0	0	0
649	1	KDK	UW	47.5952	-122.3322	-	105.24	17.5	2018-10-31T17:20:32	-302.0	0	0	0	0
649	1	PR02	CC	46.9183	-122.0486	-	67.63	11.3	2018-10-31T17:17:18	-490.0	0	0	0	0
649	1	STD	CC	46.2375	-122.2242	-	74.91	12.5	2018-10-31T17:21:00	-268.0	0	0	0	0
649	1	LEVE	UW	45.5893	-122.6434	-	128.19	21.4	2018-10-31T17:21:16	-261.0	0	0	0	0
649	1	PR03	CC	46.9034	-122.0327	-	68.3	11.4	2018-10-31T17:16:48	-520.0	0	0	0	0
649	1	NLWA	US	47.3917	-123.8691	-	104.37	17.4	2018-10-31T17:20:30	-304.0	0	0	0	0
649	1	SEA	UW	47.6542	-122.3094	-	111.93	18.7	2018-10-31T17:21:16	-259.0	0	0	0	0
649	1	CTR	UW	47.6207	-122.3514	-	107.27	17.9	2018-10-31T17:21:16	-258.0	0	0	0	0
649	1	ELW	UW	47.4941	-121.8727	-	114.9	19.1	2018-10-31T17:20:30	-305.0	0	0	0	0
649	1	ROSS	UW	45.6618	-122.6582	-	120.04	20.0	2018-10-31T17:20:28	-308.0	0	0	0	0
649	1	RAW	UW	47.3371	-121.9327	-	99.35	16.6	2018-10-31T17:20:29	-304.0	0	0	0	0
649	1	LAWT	UW	47.6569	-122.3906	-	109.94	18.3	2018-10-31T17:20:27	-308.0	0	0	0	0
649	1	RADR	UW	46.4218	-123.799	-	77.2	12.9	2018-10-31T17:20:27	-302.0	0	0	0	0
649	1	JRO	CC	46.2753	-122.2183	-	72.21	12.0	2018-10-31T17:20:12	-317.0	0	0	0	0
649	1	VALT	CC	46.2142	-122.1892	-	78.64	13.1	2018-10-31T17:20:15	-314.0	0	0	0	0
649	1	NOWS	UW	47.6863	-122.2544	-	116.87	19.5	2018-10-31T17:21:15	-260.0	0	0	0	0
649	1	RATT	UW	47.4255	-121.8025	-	113.22	18.9	2018-10-31T17:20:22	-313.0	0	0	0	0
649	1	PR01	CC	46.9101	-122.0376	-	68.15	11.4	2018-10-31T17:20:18	-309.0	0	0	0	0
649	1	SWF2	CC	46.1783	-122.2167	-	80.23	13.4	2018-10-31T17:20:20	-310.0	0	1	0	0
649	1	PR04	CC	46.9297	-121.9885	-	72.36	12.1	2018-10-31T17:20:15	-314.0	0	0	0	0
649	1	PR05	CC	46.8417	-121.9489	-	72.99	12.2	2018-10-31T17:20:10	-318.0	0	0	0	0
